index,composition,
4141,CuCN2,0
4142,La4In5S13,0
4143,YB2C,0
4144,PW5O17,0
4145,RbC8,0
4146,YErRh2,0
4147,MnP2,0
4148,BSe2Cl,0
4149,LaV,0
4150,FeSn,0
4151,Nb3Te,0
4152,Lu7Ni2Te2,0
4153,MgSbF6,0
4154,Li2Ni3O6,0
4155,CrNiP2O9.62,0
4156,HoGe,0
4157,AgAu2S2,0
4158,ThRu3C,0
4159,Sn5B2Ir6,0
4160,Na2VCuF7.62,0
4161,NaTi5Se8,0
4162,Yb3Tc,0
4163,Cr2GeC,0
4164,HoTiGe,0
4165,Ca3Au4,0
4166,ZnIrO3,0
4167,HoCdCu4,0
4168,MgInAg2,0
4169,Cu23Sb8S26,0
4170,Lu2TlCd,0
4171,Ti2TcPd,0
4172,Na2SO4,0
4173,Al6Ru,0
4174,DyIr2,0
4175,Nb3Bi,0
4176,Mn3Al10,0
4177,ScCu2,0
4178,YbGa8Co2,0
4179,YbSi2Ag2,0
4180,CaTi4O8,0
4181,Na5Cu7O13,0
4182,TbFe4P12,0
4183,NdSb,0
4184,Sm4U4O17,0
4185,Ba3CaRu2O9.194,0
4186,LiSnAu,0
4187,DyZnRh2,0
4188,CoAsRh,0
4189,Sm2AgRu,0
4190,MnCu2Sn,0
4191,K3UF3,0
4192,Sm2AlCd,0
4193,Na2Cr7O14,0
4194,TlSn,0
4195,LuC2,0
4196,TlCoBi,0
4197,UAl3,0
4198,Er2Ga9Co3,0
4199,Nb3Ru,0
4200,FeP,0
4201,La2Pr2O7,0
4202,V2TcRu,0
4203,NdRe4Si2,0
4204,CaAg2Ge2,0
4205,HfCo2Si2,0
4206,LaSi2Ru,0
4207,Rb3Sm,0
4208,Si2Ni6B,0
4209,LiTlPd2,0
4210,Ga2NiS4,0
4211,CsTiCl3,0
4212,ZrNi4P2,0
4213,FeAg3(CN)6.162,0
4214,Bi2O5,0
4215,FeAs2O7,0
4216,Ce2SiSeO4.57,0
4217,PrFeGe2,0
4218,LiTiSiO4.63,0
4219,TbPt,0
4220,Tm2In,0
4221,YbRh2,0
4222,Sm3Al,0
4223,TmAu,0
4224,Sc2Al3Ru,0
4225,U3Se4,0
4226,Ce5Si3,0
4227,Pm2LiGa,0
4228,SmBPd3,0
4229,Mg5Ti13O30,0
4230,ZrSiTe,0
4231,HoNiGe,0
4232,LuSiIr,0
4233,KRuO4,0
4234,KAgF3,0
4235,Al9Ir2,0
4236,ZrRh,0
4237,SmCrGe3,0
4238,Ba2LiFe2N3.15,0
4239,Hf3Ni4Ge4,0
4240,Na3In2Au,0
4241,La2In,0
4242,P2H12N7Cl.2,0
4243,Nd3Ge2Ru2,0
4244,Ho4Ga16Co3,0
4245,Ta22Cu3S36,0
4246,Ti3PO7,0
4247,Te3MoWS.156,0
4248,TaF3,0
4249,YbSn2Pd,0
4250,LiLu2Ru,0
4251,Nb4Co2PdSe12.12,0
4252,Mg3Mn2Al18,0
4253,Pr2Ir2O7,0
4254,Li8PrO6,0
4255,DyInAu,0
4256,Yb2SrS4,0
4257,Sc4Ge6Rh7,0
4258,Na2In5Au6,0
4259,CeCo2As2,0
4260,EuPPt,0
4261,Co5Ge7,0
4262,HoMn6Sn6,0
4263,Li17Ti20O40,0
4264,YSiRu,0
4265,SmAu3,0
4266,SiHg3,0
4267,CdPt,0
4268,HoBi2O6,0
4269,PmCdPd2,0
4270,Tm2ZnGa,0
4271,Al2CoIr,0
4272,MgCo2(PO5)2.70,0
4273,Sn3P3O13,0
4274,ScTi9N9,0
4275,BaZn5,0
4276,Ge5Te8As2,0
4277,Hf3Sb,0
4278,Hf2Al3C4,0
4279,BaB2Rh2,0
4280,Zn3N2,0
4281,Ba2Ce2O5,0
4282,LiAl2Tc,0
4283,Zr2In5Ni,0
4284,LuUO3,0
4285,U2Zn17,0
4286,CeAgSn,0
4287,Ho2CuRh,0
4288,Ba2Cu5F14,0
4289,Sr2Cu(ClO)2.139,0
4290,YbLaZn2,0
4291,ZrNiGe,0
4292,Zr7Sb4,0
4293,DyGe2Ru2,0
4294,Mg2PdAu,0
4295,BaNi2P4,0
4296,RbNa2NiO2.139,0
4297,HoMgZn2,0
4298,Ba4Si20Au3,0
4299,HgPt,0
4300,Hf2S,0
4301,CrAs,0
4302,MgCuSn,0
4303,YbIn4Ni,0
4304,Sm2IrPd,0
4305,Dy2Sn5,0
4306,MgFe4O8,0
4307,LiLu2Tc,0
4308,ThSi2Ru2,0
4309,USeS,0
4310,Er2C3,0
4311,Pr3Al4Si6,0
4312,TmBRh3,0
4313,Li5Mn3(FeO5)2.2,0
4314,DySn3,0
4315,EuSbO3,0
4316,Tm3Ge4Pd4,0
4317,Li3Ni(SbO3)4.1,0
4318,DyFeSi,0
4319,Ta3P,0
4320,YbBa4(CuO3)3.223,0
4321,NdCo2Ge2,0
4322,Lu2Al3Co,0
4323,Yb3Al5O12,0
4324,CoMoP2,0
4325,Ce5CuSe8,0
4326,TbCo2B2,0
4327,ErRu3,0
4328,Al2Ru,0
4329,MnCdO2,0
4330,Rb3Ga,0
4331,U3Ni3Sn4,0
4332,TbAl8Fe4,0
4333,LuCdAg2,0
4334,Cr7C3,0
4335,BePd3,0
4336,LiAlB4,0
4337,LuBPd3,0
4338,Ca5Ir,0
4339,Ho2Au,0
4340,ThPd3,0
4341,Th6Mg23,0
4342,Ca3Ga2Pt2,0
4343,PrGaAu2,0
4344,Sm2In,0
4345,Mo3Pd2N,0
4346,Y2AlZn,0
4347,SmIn2Rh,0
4348,Na3W4O12,0
4349,Al9Rh2,0
4350,PH2NO2.67,0
4351,Li6Mn5FeO12.12,0
4352,CoH2(SN)4.14,0
4353,Ba3PN,0
4354,Zr5Al3C,0
4355,Li3Mn3WO8.166,0
4356,LiFe2(SiO4)2.1,0
4357,Sc6Te2Os,0
4358,NaBi3,0
4359,TmCu2S2,0
4360,Ce2Al2Co15,0
4361,LaSi2Ru2,0
4362,AgW6Br14,0
4363,Ba3Co10O17,0
4364,LuScRh2,0
4365,LaBPt3,0
4366,Li5Mn5(SbO6)2.5,0
4367,Be12Pt,0
4368,LaZnAu2,0
4369,CsScBr3,0
4370,ErSiPd,0
4371,SmSnPd,0
4372,Hg2Rh,0
4373,Eu2BaMn2O7.63,0
4374,Mg2GeB2Rh5.127,0
4375,KHg11,0
4376,NdSmHg2,0
4377,PrInAu2,0
4378,Li3Co4O8,0
4379,CdRhF6,0
4380,UCo2Ge2,0
4381,Tb3Ge5,0
4382,Yb2HgPb,0
4383,YSi2Cu2,0
4384,Li4VF7,0
4385,MgIn3,0
4386,CeMg2Ag,0
4387,KNb2Se,0
4388,Fe4O7F,0
4389,EuCu9Sn4,0
4390,La2CuO4,0
4391,CaCo4S8,0
4392,MnCoSi,0
4393,GdGeRu,0
4394,Al10V,0
4395,EuPd,0
4396,YbMn2As2,0
4397,Ni23B6,0
4398,Gd2AlCo2,0
4399,U2Cr30P19,0
4400,YbI3O9,0
4401,BiAs2Os,0
4402,Yb4Ba3O9,0
4403,ZnFe2N2,0
4404,Zr6NiCl15,0
4405,Er5Si3,0
4406,Hg2Sb2O7,0
4407,Co5RuO8,0
4408,ScGe2,0
4409,Li3Si3Ag2,0
4410,Dy4CdRh,0
4411,BeGaRh2,0
4412,Ba3NaIrO6.167,0
4413,ScZn2,0
4414,Mg3Rh,0
4415,Sr3Sn4Ir4,0
4416,TiMn2Ge,0
4417,Sc6FeSb2,0
4418,Pm2LiAl,0
4419,Hf2Fe,0
4420,Cr3Ni(PO4)6.146,0
4421,PrAu,0
4422,TmMgAg2,0
4423,Ho5Ge10Rh4,0
4424,SrNi2(PO4)2.2,0
4425,TaAl3,0
4426,CeB2Ir3,0
4427,Hf6PbO18,0
4428,LiLa2IrO6.14,0
4429,FeCo2Si,0
4430,Ca2CdPb,0
4431,YAlGe,0
4432,ZrAlRu2,0
4433,YbBO3,0
4434,In11Cu9Se20,0
4435,TmIn3,0
4436,UGeRh,0
4437,MgTi11O20,0
4438,TbNi4P2,0
4439,TmAu2,0
4440,YbSi2Ni,0
4441,HoSb2,0
4442,AlFe2Si,0
4443,Li3Mn2CuO6.12,0
4444,Li7Mo12S16,0
4445,V5SiB2,0
4446,ThIr5,0
4447,Li2Fe3NiO8.160,0
4448,Tb2Ti3Ge4,0
4449,TiCoSn,0
4450,Hf5Te4,0
4451,Y3GaCo3,0
4452,Ge3Sb,0
4453,SmSb2,0
4454,Dy12C6I17,0
4455,Ti2TcNi,0
4456,TbP,0
4457,Sr8Mn3N9,0
4458,LiZr2Os,0
4459,Mg3Al9FeSi5.189,0
4460,Co3H,0
4461,Tb3Mn2C6,0
4462,U11O5,0
4463,ThMn2Ge2,0
4464,TaNiB2,0
4465,TmBPd3,0
4466,Ti2Cd,0
4467,Ba3Al2Ge2,0
4468,DyZrSb,0
4469,Ti11O18,0
4470,Tb2AlCo2,0
4471,Zn2Sb3O8,0
4472,YH2,0
4473,Nb3In,0
4474,Li2PrP2,0
4475,LaAl4Co,0
4476,Ba3N2,0
4477,SrCuBi,0
4478,Yb11Ni60C6,0
4479,NaAsO3,0
4480,Li3Cu4NiO8.12,0
4481,TbSnAu,0
4482,USbSe,0
4483,LiMnSiO4.63,0
4484,RbTiBr3,0
4485,Ti3Fe3O,0
4486,Te2Pd3Pb2,0
4487,Li4Fe3NiO8.166,0
4488,Hf2MnIr,0
4489,ZrW2,0
4490,Ti3Cu3O,0
4491,La2Sn5Rh3,0
4492,Mn2GaW,0
4493,CaZn5,0
4494,Ag2P2PbO7.2,0
4495,RbHg3,0
4496,Li23Mn20As20,0
4497,UFe5Si3,0
4498,Hf5Sn4,0
4499,Li3Ni2(GeO4)3.230,0
4500,Fe6O7F5,0
4501,HoB2Rh3,0
4502,LiSn(PO3)4.15,0
4503,Ti4O5,0
4504,Ni2Mo4N,0
4505,PrIn,0
4506,YNi4B,0
4507,LiZn(Fe5O8)2.160,0
4508,Nb5Ge3,0
4509,Ba2ReNiO6.225,0
4510,SmTh3,0
4511,CrIrO4,0
4512,CuPd,0
4513,YMg4Cu,0
4514,Ho3Ge5,0
4515,HfFe2,0
4516,LuAl2Pd5,0
4517,Na19Zr11S30,0
4518,Li2CuF6,0
4519,Sm4MgRh,0
4520,Zn8Ag5,0
4521,Cu3Bi4I16,0
4522,TbInAg2,0
4523,W3O7F,0
4524,YbAl3,0
4525,Lu2CdAg,0
4526,HoAlAu2,0
4527,LaP3,0
4528,LaScSi,0
4529,U2Re2C3,0
4530,Na5Fe6(SiO3)12.5,0
4531,HgIrO3,0
4532,TbNiGe2,0
4533,V2Sb(PO4)3.167,0
4534,ErPbAu,0
4535,Hf2Hg,0
4536,Ca3BiSb,0
4537,CsWCl6,0
4538,TiGaIr2,0
4539,HoB4,0
4540,LiTm2Ru,0
4541,Ti2CoGe,0
4542,Tm3GaC,0
4543,Nd4O3F7,0
4544,LiCa2Ga,0
4545,LaFe4As12,0
4546,Ho3AlC,0
4547,CaB2C2,0
4548,YSi2Pt2,0
4549,Sc2FeB2Ir5.127,0
4550,U3Bi4,0
4551,EuSnO3,0
4552,EuMn2Ge2,0
4553,EuNi12B6,0
4554,NdErTl2,0
4555,MnCu3,0
4556,LiAlGe,0
4557,ZrHCl,0
4558,SrAg,0
4559,YbAl2Ga2,0
4560,Nb2Sb,0
4561,Ba2LaIrO6.12,0
4562,MgScAg2,0
4563,Fe10O9F11,0
4564,YbAl2Ge2,0
4565,TmSb,0
4566,TiV4CuO12.5,0
4567,RbTmO3,0
4568,Ce8U2O21,0
4569,Dy2ZnIn,0
4570,Li2Fe3NiO8.212,0
4571,ZnCrO2,0
4572,Li2Ti3FeO8.160,0
4573,Sc3BPb,0
4574,TaCoSn2,0
4575,TiTc2Sb,0
4576,Li3V12O29,0
4577,Nd2CdIn,0
4578,Na8PO3,0
4579,BeFe2Si,0
4580,CuP2(HO3)2.14,0
4581,U2Ti,0
4582,DyAgHg2,0
4583,Al4Cu2O7,0
4584,CeSI,0
4585,BaMn4ZnO8.162,0
4586,Ce2Fe17,0
4587,HoTiO3,0
4588,Zr3Al4C6,0
4589,Li7Ni11O22,0
4590,Cr2HgSe4,0
4591,Ho5Si4,0
4592,CeCo4B4,0
4593,Li2LaTl,0
4594,TbNiO3,0
4595,Ga3Pt2,0
4596,Mn3V2(SiO4)3.230,0
4597,LaMg(FeO3)2.31,0
4598,YbGeRh,0
4599,CaCu5,0
4600,SmC10,0
4601,ThSi2Ru3,0
4602,Zr3Hg,0
4603,Ga9Rh2,0
4604,CaInAu,0
4605,Nb3IrSe8,0
4606,UCoSi,0
4607,DyBiPd,0
4608,LaIn4Au2,0
4609,LiAl3,0
4610,EuZn2Ge2,0
4611,VAg(PSe3)2.5,0
4612,Y2Fe2Si2C.12,0
4613,La3ZrSb5,0
4614,Sr2GeN2,0
4615,VFeRu2,0
4616,U4N7,0
4617,Al6Fe,0
4618,Cs2SeClF6.225,0
4619,Hf5Si4,0
4620,MnCo4O8,0
4621,LiMg2Ag,0
4622,Ba3Nb2CoO9.164,0
4623,Na2LiTa,0
4624,CaNi5,0
4625,Yb23Mg4Cu7,0
4626,CdAg,0
4627,PrGeAu,0
4628,KNb2O5,0
4629,LaHg,0
4630,V3Si,0
4631,ScAlNi2,0
4632,Sm3Zr,0
4633,ZnWO2,0
4634,Zr2HBr2,0
4635,InPt3C,0
4636,BaLa2CoS5.140,0
4637,SrZnSb2,0
4638,Ta6Ni16Ge7,0
4639,Ca5Au2,0
4640,Rb2NaVF6.225,0
4641,Hf54Os17,0
4642,Rb4Si2CuO7.2,0
4643,HoCd,0
4644,Cd2PbO4,0
4645,SrSbAu,0
4646,Na3Re,0
4647,Mg4Sc3(SiO3)8.3,0
4648,Li5Co2O2F5.139,0
4649,SmHgPd,0
4650,NaFe2(SiO3)4.5,0
4651,BeCu,0
4652,PrSm3,0
4653,YbZnAu2,0
4654,InSiTe3,0
4655,HgPt3,0
4656,Yb2InPd2,0
4657,Li11Mn13O32,0
4658,YScO2,0
4659,Sb2XeF14,0
4660,LiNiP2O7.15,0
4661,AlSn,0
4662,Li3C,0
4663,VP,0
4664,ZrSe,0
4665,RbPdF3,0
4666,DyInCu2,0
4667,Zr5Sb3,0
4668,La2PdO4,0
4669,ZrInRh2,0
4670,TiAl,0
4671,Li2CrCo3O8.5,0
4672,Er2Mg3Ru,0
4673,YbTlS2,0
4674,Li2Fe3SnO8.4,0
4675,NdFeSi2,0
4676,NiGePt2,0
4677,Dy2MgTl,0
4678,YbCaInSe4.62,0
4679,PrCo2Ge2,0
4680,Sm2IO2,0
4681,NdMg2Ni9,0
4682,TbCu5,0
4683,YAgO3,0
4684,Be2HgTe,0
4685,AlIr,0
4686,CsInI3,0
4687,Tl3Cr,0
4688,ZrSi2,0
4689,Zn2Ni9O13,0
4690,CoP4O12,0
4691,Pr5In11Ni6,0
4692,Li8Ti16CuS32.1,0
4693,NdMg2,0
4694,La3Ge3Br2,0
4695,Sr2Li2Nb3O10.42,0
4696,Li2Si4Ni5O14.2,0
4697,HoCo3,0
4698,YbPr11Se16,0
4699,Sm3OsO7,0
4700,Al4Cu9,0
4701,LiGaAu2,0
4702,Zn2BIr2,0
4703,TmCu4Ag,0
4704,BaSi,0
4705,Mg2CrN2,0
4706,CeTlZn,0
4707,Eu2CaO3,0
4708,TmMg2Sc,0
4709,CuN2O6,0
4710,Sm5Br11,0
4711,Hf3P,0
4712,Ti2C,0
4713,NaHg,0
4714,AgGeO3,0
4715,UFeSi,0
4716,ErAl20Cr2,0
4717,Ba6In2NF.225,0
4718,U4S3,0
4719,Tl3Ir,0
4720,Ce4Bi3,0
4721,NiI,0
4722,Pm3I,0
4723,Pm2IrRh,0
4724,TmCoSi2,0
4725,SbPd3,0
4726,Yb2Ce8O19,0
4727,Li6Ni5O10,0
4728,Ho3Ni19B10,0
4729,BePd2,0
4730,Ni2Ge,0
4731,Mn5O7,0
4732,YCo2,0
4733,Li7Ti5O12,0
4734,RbCuPdF5.62,0
4735,BaTl3,0
4736,SmSnRh2,0
4737,EuCuSeO.129,0
4738,NdSbPd,0
4739,YbH2ClO2.11,0
4740,U4Re7Si6,0
4741,MgTi4S8,0
4742,TaGaPt,0
4743,SmCuO3,0
4744,CoPbO3,0
4745,Li2Cu2S3,0
4746,Pd16S7,0
4747,HoSi,0
4748,TaPt3,0
4749,Si4Cu5O14,0
4750,CdPd,0
4751,Tm2ZnOs,0
4752,SmCdHg2,0
4753,CaZn3Ni2,0
4754,Pm2LiSi,0
4755,TiZn3,0
4756,Eu2ReO5,0
4757,PmDy3,0
4758,HfGaCo2,0
4759,BaNb4O6,0
4760,DyGe,0
4761,DyRh,0
4762,Ti2BRh6,0
4763,Ba8Ta7O24,0
4764,RbF3,0
4765,TmAlCu,0
4766,FeRhO3,0
4767,NbGaCo2,0
4768,CaHg2,0
4769,PmCd3,0
4770,Ti2CoS4,0
4771,Mg3Ge,0
4772,K3LiNb6O15.7,0
4773,Ba2FeReO6.225,0
4774,UAl8Fe4,0
4775,LiCu3F7,0
4776,Bi2Pt,0
4777,LiV2NiO6.15,0
4778,Si2Ru,0
4779,Fe3B,0
4780,SnSb3(PO4)4.6,0
4781,CsMnSb,0
4782,VZnRu2,0
4783,Cu6PbO8,0
4784,La3AlN,0
4785,Pr3I,0
4786,LiMo3O8,0
4787,Dy3Cu4Ge4,0
4788,Sr5Bi3,0
4789,AlNi2,0
4790,MgV4O6,0
4791,DyS2,0
4792,YbLi2Pb,0
4793,Pr2InPd2,0
4794,TbGa,0
4795,EuTl,0
4796,ZrRe2,0
4797,CsNb6I11,0
4798,HoInAu2,0
4799,Li2MnCo3O8.186,0
4800,Li3Dy,0
4801,K4C2O3,0
4802,NdSnRh,0
4803,HoCd3,0
4804,TiOs3,0
4805,Nb3Fe20B6,0
4806,YbPO4,0
4807,Y3Al3NiGe2.189,0
4808,Nb2Co3O9,0
4809,HfTl3,0
4810,HfNi5,0
4811,SrLa3MnO8.63,0
4812,CaGa3Ni2,0
4813,NdTe,0
4814,Eu2CuO4,0
4815,Nb3V(PO4)6.146,0
4816,YbLa5S8,0
4817,TiPd,0
4818,ScZn3,0
4819,HoSb2O6,0
4820,CsCaO3,0
4821,Li13Nb14ZnO42.1,0
4822,LuPt3,0
4823,PrIr2,0
4824,V3Pt,0
4825,SrB2,0
4826,Tl8Os8O27,0
4827,Bi12Rh12O41,0
4828,Sm3Sb14Te24,0
4829,PrTmTl2,0
4830,Li3V4FeO12.5,0
4831,Na11Bi5O16,0
4832,Ca2PbAu2,0
4833,Hf3Si4Cu4,0
4834,Cu2HgGeSe4.121,0
4835,Na2In,0
4836,KHg2,0
4837,Sm3AlN,0
4838,LuMnSi,0
4839,CaMn2As2,0
4840,AlAs,0
4841,AlFe4(CuO4)3.204,0
4842,SmNi2B2C.139,0
4843,La2Nb2N2O5.1,0
4844,SmSi3Pt5,0
4845,Pr2Au,0
4846,UAlNi4,0
4847,Ba2ScIrO6.225,0
4848,MgTl,0
4849,Na6CoSe4,0
4850,Yb6U3O17,0
4851,Mn2Hg5,0
4852,Mg2CuWO6.1,0
4853,TmFe2Si2,0
4854,ScSnPd,0
4855,TaAlPt,0
4856,Ba2UCuO6.139,0
4857,Co2B4Mo,0
4858,Li2MgIn,0
4859,YCdPd2,0
4860,UMn2Si2,0
4861,Ge2Os,0
4862,DyCoSi2,0
4863,Na6FeS4,0
4864,NbSi2,0
4865,Te2Pd3,0
4866,BaFe2S4,0
4867,ScSbRh2,0
4868,Ti2Sb(PO4)3.167,0
4869,Rb5W8O30,0
4870,TmPd,0
4871,Hf2ReRh,0
4872,TbBe13,0
4873,LiCo(CO3)2.148,0
4874,Zr2Co12P7,0
4875,Li2Fe5O10,0
4876,Ta2OsW,0
4877,EuNi2As2,0
4878,LuHfRu2,0
4879,Sn3Pd,0
4880,Ca6Ag16N,0
4881,HfVSi,0
4882,TmCu2Ge2,0
4883,Na3Tl,0
4884,Te2Mo2WSe4.156,0
4885,Ru3Cl,0
4886,Nb5OF14,0
4887,LiBi2(PO4)3.15,0
4888,ReF6,0
4889,CaHfZn,0
4890,SrMgIn3,0
4891,K2B10H9O.14,0
4892,SiSb3,0
4893,Sc8Te3,0
4894,Fe12As5,0
4895,Ba2FeMoO6.225,0
4896,LiMnCuO4.74,0
4897,La3NiBr3,0
4898,InFe2CuSe4.121,0
4899,Li3CrCo3O8.166,0
4900,Ag3Pd,0
4901,Al3Tc,0
4902,Li3Co(NiO2)4.12,0
4903,NdIn3,0
4904,CrCoPt2,0
4905,Sm2RuAu,0
4906,SrSb12Ru4,0
4907,La2PC,0
4908,Tm2Ru2O7,0
4909,YbFe4Ge2,0
4910,Sc6NiTe2,0
4911,ZnSn3,0
4912,Li2Nb2(PO4)3.15,0
4913,YB2Rh2C.139,0
4914,Ba3NaIr2O9.194,0
4915,Ce2Sb,0
4916,BaTi4O8,0
4917,AlPd5I2,0
4918,SmMn2Ge2,0
4919,PrCd,0
4920,Ce3MnAlS7.173,0
4921,Zr5Sn4,0
4922,Li7Ti7O16,0
4923,GaFe3,0
4924,Na15Sn4,0
4925,ErAgSn,0
4926,Dy5Pb3,0
4927,Ba3Li4Sn8,0
4928,Li6FeO6,0
4929,NiP4O12,0
4930,Sm2P3Pt6,0
4931,CaZn2,0
4932,Nd4Ge3Rh4,0
4933,ErZn12,0
4934,PtN,0
4935,Ag3AsO4,0
4936,Ca3In,0
4937,LaCu6,0
4938,PrFe2Si2,0
4939,Li3Ti3(PO4)4.4,0
4940,Hf2Ge,0
4941,Ti2ReRu,0
4942,Ca3BiAs,0
4943,Yb3V,0
4944,Cu8O,0
4945,Sc3GaC,0
4946,PrGe3,0
4947,Hf2Co4P3,0
4948,Tb3Si,0
4949,VNi5(PO4)6.146,0
4950,TbGe2Pd2,0
4951,EuFe2Si2,0
4952,TbTl,0
4953,GdCd2,0
4954,Ca3Al2Ge3,0
4955,Al5Rh2,0
4956,MgFe2S4,0
4957,SmLuTl2,0
4958,Ag7S2I2,0
4959,TiI,0
4960,Mo5O14,0
4961,LiCd2Rh,0
4962,Lu5Si3B,0
4963,Cs2NaMnF6.166,0
4964,KFe2As2,0
4965,EuAl2Au2,0
4966,HfZnNi2,0
4967,InSiIr,0
4968,Ta4FeTe4,0
4969,CsMg149,0
4970,La3Os2O10,0
4971,Mg2MnN2,0
4972,HoSi2Os2,0
4973,Li2Fe2(PO4)3.15,0
4974,SrCe2S4,0
4975,BaAu2,0
4976,ErNi4Au,0
4977,PrMn2Si2,0
4978,ZrFe4Si2,0
4979,P2O5,0
4980,Hg3C,0
4981,NdCr2Si2,0
4982,Ca2GeN2,0
4983,NaSn2,0
4984,TiCr3(PO4)6.146,0
4985,Nd2Ru2O7,0
4986,W2N,0
4987,YbTbHg2,0
4988,BMo,0
4989,CsAgCl3,0
4990,W2C,0
4991,Cs2NaCoF6.166,0
4992,DyAl8Cu4,0
4993,DyInPt2,0
4994,LaSi2Os2,0
4995,TmSnRh,0
4996,TmB2C,0
4997,Li2MnCu3O8.212,0
4998,Ho3Pd2,0
4999,La10Si8O3,0
5000,Ce2Co5B2,0
5001,Ca2Mn9O13,0
5002,YbKSe2,0
5003,BaTi14O28,0
5004,Nb40N21O16,0
5005,YbAgO2,0
5006,TmGe2Ru2,0
5007,Ca3Cu2(ClO2)2.139,0
5008,GeRh,0
5009,TbGa2Co3,0
5010,LiCuPO4.63,0
5011,Ni3Pt,0
5012,Cu3Pd,0
5013,Dy2Ni12P7,0
5014,TmGe,0
5015,AgAu3,0
5016,CdAsPd5,0
5017,GdSbPd,0
5018,SrTl2,0
5019,Zr6Al2CoH10.190,0
5020,NdAgAs2,0
5021,Er2Fe14B,0
5022,Ti2CuS4,0
5023,Na8Hg3,0
5024,Te2Mo(WS2)3.156,0
5025,Tm5Ge10Rh4,0
5026,Mn2CoAs,0
5027,ErNiSn,0
5028,HfSi,0
5029,Ce3Al12Ru4,0
5030,Yb2ZnPb,0
5031,Mg3Bi2,0
5032,YCdHg2,0
5033,USi3,0
5034,NdGe2Pt2,0
5035,Mn3NiN,0
5036,NbPt2,0
5037,TbAl3C3,0
5038,LaPt5,0
5039,AlCoO3,0
5040,NaIrPb,0
5041,ZnCu3P3O13.11,0
5042,Tb5Tl3,0
5043,PrCo2As2,0
5044,CsIr,0
5045,Mg3Ni20B6,0
5046,Ce2CrN3,0
5047,LuGe2,0
5048,SrIn4Ir,0
5049,ThU8O18,0
5050,Rh7Pb3O15,0
5051,RbAgF3,0
5052,TaPd3,0
5053,AlVCo2,0
5054,ScGa6Fe6,0
5055,Sm4In21Pd10,0
5056,CaMnSn,0
5057,CeRh,0
5058,GeAs3,0
5059,HoTiSi,0
5060,AgPdO2,0
5061,EuP2Os2,0
5062,Li2NdSb2,0
5063,Cu2H3ClO3.166,0
5064,ThGe2Pd2,0
5065,Nb3B2,0
5066,YAl2Si2,0
5067,V2ZnO4,0
5068,YAl10Fe2,0
5069,CaMgSn,0
5070,TaRh3,0
5071,Lu2Mo2C3,0
5072,Dy2Ti3Si4,0
5073,HoC2,0
5074,CeAl2Pd5,0
5075,BeSiRu2,0
5076,NdInCu,0
5077,CaGaGe,0
5078,NdSn2,0
5079,MnAlAu2,0
5080,K3Hg,0
5081,TbSb2,0
5082,Re3As7,0
5083,ScCdAg2,0
5084,TePd,0
5085,MgInPd2,0
5086,ZrRu3C,0
5087,YAlPd,0
5088,Mg10B16Ir19,0
5089,Hf7P4,0
5090,SbRh3,0
5091,Ba4Nb14O23,0
5092,PdPb2,0
5093,MnBe2Co,0
5094,Li5Bi4O12,0
5095,NdAl4Ge2Au.166,0
5096,LuGaRh2,0
5097,LiEr2Ga,0
5098,SmCo2,0
5099,IrPb,0
5100,Ho2Co17,0
5101,Sc2TlTc,0
5102,TbH2,0
5103,Er5Bi3,0
5104,ScCrO4,0
5105,Dy3MnB7,0
5106,Li3Ni3(PO4)4.4,0
5107,Re2PbO6,0
5108,Gd6Ta4Al43,0
5109,Tb3FeB7,0
5110,Ce3Al,0
5111,CaCdPd2,0
5112,VB2,0
5113,CeIr5,0
5114,EuAs2Pd2,0
5115,Sc2GaAg,0
5116,Zn3Cu10(TeO6)6.1,0
5117,Nd2Ge5Rh3,0
5118,PmMgCd2,0
5119,UPt3,0
5120,Zr6Sb2Pt,0
5121,YCr2Si2,0
5122,Y3Si3Pd2,0
5123,CeCu2Sb2,0
5124,Sm2Cu4Sn5,0
5125,Ti3SnC2,0
5126,CuPtO2,0
5127,B4W,0
5128,ZrAu4,0
5129,EuLi2Sn,0
5130,MnTePd,0
5131,LiLu2Pd,0
5132,CaB2Ir2,0
5133,Y3Tm,0
5134,ErSi2Pd2,0
5135,CeSi2Ni2,0
5136,LaSi,0
5137,Dy6FeTe2,0
5138,In3Au10,0
5139,Ho2Ge5Rh3,0
5140,TmSiCu,0
5141,Sr2GaCo2O7.46,0
5142,YBi,0
5143,CeAl2Zn2,0
5144,CeMgZn2,0
5145,Li4Cr3NiO8.2,0
5146,BeSiOs2,0
5147,BiO,0
5148,GdO2,0
5149,Ce2Sb3Pd9,0
5150,ErB2Ru3,0
5151,YTiO3,0
5152,TmCdAg2,0
5153,Ce4FeSe6O.186,0
5154,ThHg2,0
5155,TbGa3,0
5156,V3Cu,0
5157,NaCuO,0
5158,SnRh,0
5159,Er3SnC,0
5160,NbCrW,0
5161,TmSi2Os2,0
5162,NbRu2Cl,0
5163,CaIn4Ir,0
5164,HfPt,0
5165,BTe2As,0
5166,MnFeAs,0
5167,TbMn6Ge6,0
5168,SrLaMn2O6.121,0
5169,Ce6B2(CBr)3.10,0
5170,Be2W,0
5171,YIn2Ni,0
5172,RbGe3,0
5173,Tm2IrPd,0
5174,RbWO3,0
5175,PmSbRh2,0
5176,LuNiBC.129,0
